,prod,title,date,ver.purchase,format,stars,comments,attitude
789,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Amazing product!
  
",26-Sep-16,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,"          I love these socks. I bought them on an amazon promotion where i had to buy a particular size; xxl, for a greatly discounted price. Concerned i still bought these socks hoping they wouldnt be too big for my size 10 feet. They fit perfectly snug and i guess being ankle socks they wrap a little more higher up my ankles however the comfort of these socks are beyond any other sock ive ever owned. They material is super comfortable on your feet and help you from not having sweaty or stinky feet at the end of the day. Overall these are my favorite socks by far.  ",
790,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",26-Sep-16,1,,5,          These socks are very comfortable and give extra cushion in the shoes.  ,
791,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    One damaged on arrival
  
",19-Jul-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,4,"          Would usually give these socks 5 stars. They are comfortable and last a long time. But, this order one of the socks arrived looking like a rat chewed on the heel.  ",
792,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    They work
  
",4-Sep-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          I like the tight fit. And the height of the sleeve  ,
793,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",12-Mar-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great my Grandson loves these.  fit well  ,
794,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice comfy socks, good quality
  
",12-Sep-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Good socks  ,
795,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable
  
",28-Jun-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,4,          Bought them for my 13 yr old grandson. Who by the way wears a 13 shoe. He seems to like them and they are holding up well.  ,
796,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice ones
  
",29-Dec-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          Just durability should be at least 3 years  ,
797,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    will buy again
  
",29-Nov-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great product  ,
798,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Perfect for the job
  
",26-Oct-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          I love these socks. Originally purchased due to some awkward rubbing from a new running show I now wear these regularly regardless of the shoe I run in. The slightly higher ankle definitely provides comfort and the slight additional cushioning does seem to help  ,
799,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great Socks
  
",18-Jun-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          Fit perfectly, decent quality.  ",
800,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",1-Sep-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great quality and very comfortable.  ,
801,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice
  
",29-Aug-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Good fit, comfortable  ",
802,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Size matters
  
",10-Oct-16,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,1,"          These are labeled XL (13+); I wear size 12, but these are not large enough...sorry.  ",
803,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",27-Jul-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          New favorite socks  ,
804,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Better than the old version, much thicker construction
  
",10-Oct-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          These were better than my last order, much thicker in the heel and the rest of the sock.  ",
805,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great Socks
  
",15-Dec-16,1,,5,"          Great socks,I ordered more as soon as i tryed a pair on  ",
806,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",26-Jul-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          UA never dissapoints  ,
807,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",26-Nov-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          I purchased these for my husband.  He loves them!  ,
808,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Perfect for size 12, wide feet
  
",7-Nov-16,1,,5,          My husband has size 12 feet but they're wide and he has a hard time finding short socks that stay up. These have been perfect and he loves them.  ,
809,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Not too hot. Not too cold. And durable as hell.
  
",24-Jul-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          6 months since purchase. All socks still as durable as the first wear. Have washed and dried 25x.  ,
810,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfy and will love you forever.
  
",9-Oct-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          I love these socks I might just marry them!!  ,
811,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",9-Aug-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          feel real nice  ,
812,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Don’t waste your money . Horrible product
  
",7-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,          These socks are horrible don’t waste your money. On first wash they are fraying and falling apart. They are very thin and are not real under armour socks. These are fake!  ,
813,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortability
  
",19-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          They are comfortable socks that do not leave me with blisters on my feet, and excellent for working out.  ",
814,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    good quality
  
",14-Dec-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          they're for a gift and I'm sure they will like them very much. Not cheaply made.  ,
815,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    fast delivery
  
",28-May-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          There exactly like the ones i have fast delivery  ,
816,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Doesn’t fit the discription
  
",18-May-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,1,          My son has a sensory disorder and can’t wear socks with seams. The description says they are seamless at the toe and they are not. I’m very disappointed with my purchase.  ,
817,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    10/10
  
",29-Oct-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          10/10  ,
818,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    King size ?
  
",2-Jan-17,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,1,          These socks are too small. They will not fit anyone that wears a shoe size 12-16.  ,
819,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very soft
  
",2-Jul-19,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,          Great socks  ,
820,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks.  Great Price.
  
",17-Jan-17,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,4,          Fits well.  I notice a different when I walk now wearing these socks.The only reason it does not get 5 stars is because I am seeing how long before they wear out.  ,
821,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice sock
  
",27-May-17,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Good fitting and wearing sock.  ,
822,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",27-Aug-17,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Very comfortable.  ,
823,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    chillinnnn
  
",23-Apr-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          excellent socks! very comfy and well made!  ,
824,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    what's not to like about these socks
  
",15-Jan-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          It's Under Armour, what's not to like about these socks.  ",
825,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Love these socks!
  
",24-Sep-17,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          My husband loves these socks.  Comfortable, absorbent, cool.  I am ordering another set for him.  ",
826,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",13-Mar-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great socks for a great price.  ,
827,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good fit and comfortable
  
",3-Sep-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          I really like these socks, going to get another batch.  ",
828,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very comfortable
  
",12-Mar-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          Nicely padded. Fit well for a euro 44  ,
829,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Socks
  
",3-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          very soft and thick  ,
830,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    good fit and a good price.
  
",29-Aug-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,4,          As expected. Its tough buying cloths online but these were a good fit and a good price.  ,
831,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    This socks are awesome
  
",11-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          I love these socks.  Use them at the gym, and for snow skiing.  Super comfy, never bunch up and the price is right.  ",
832,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Love these socks
  
",25-Feb-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,"          Love these socks. They are quality socks, a year later and no holes and my boyfriend has been wearing them too, definitely going to order more.  ",
833,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Under Armour socks???
  
",21-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,2,"          Unlike other under armour socks I have, Either this is a second grade item or not underarmour socks, it goes bad just 2nd time wearing. Very low quality socks.  ",
834,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Bad quality
  
",17-Mar-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,2,          wore them a few times and they are already showing signs of wear...  ,
835,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    These are perfect. Std sizes just don't fit
  
",7-Oct-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          These are perfect.  Std sizes just don't fit.  These also hold up well from use.  ,
836,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Four Stars
  
",18-Jun-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,4,          very comfortable  ,
837,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
    Bueniiiiiisimos
  
  
",5-Dec-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,        Me gusta    ,
838,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    delivered as promised
  
",10-Jan-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          was perfect  fit and delivered on time.  ,
839,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    He loves them.
  
",12-May-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          My grandson will not wear anything else.  ,
840,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good fit &comfort
  
",2-Aug-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Good fit (I wear size 14) very comfortable. Wash well.  ,
841,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Cheap material
  
",8-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,"          Material is crap, after one wear they started shredding. Tried a second pair and the same thing occured. I only wore them for an hour at the most. Never worn any pair of socks in my life that were this bad  ",
842,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Left holes from removal from packing
  
",31-Dec-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,3,          The socks are fine but because of the way they are attached to the cardboard backing removing them can leave holes in the sock and ripped stitches.  ,
843,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",16-Sep-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Warm  ,
844,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",22-Feb-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          Comfortable, economic and matches everything.  ",
845,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Run big, too thin
  
",5-Apr-21,1,Number of Items: 6Petrol Blue AssortedSize: Medium,4,"          Too big (shoe size 6-7), very thin  ",
846,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",18-Dec-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Love these socks, have had them a while now and they are still like new.  ",
